"timestamp","cam_pos","cam_rot","rif_pos","rif_rot","rpa_pos","rpa_rot","act_pos","act_rot"
"1697301638488","(-0.058287, 0.359937, 0.306403)","(0.813838, 0.115197, -0.047120, 0.567606)","(0.020547, 0.026404, 0.026925)","(0.669693, 0.198241, -0.312513, 0.643853)","(0.047689, 0.133169, -0.016482)","(0.498378, 0.307486, -0.347926, 0.732134)","(0.000231, 0.000049, -0.000205)","(0.000988, 0.000513, -0.000276, 0.999999)"
"1697301638502","(-0.058881, 0.360579, 0.305891)","(0.813181, 0.114965, -0.048336, 0.568493)","(0.022176, 0.027778, 0.028319)","(0.667543, 0.201006, -0.314262, 0.644378)","(0.048553, 0.134429, -0.015734)","(0.494609, 0.310421, -0.348699, 0.733082)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638525","(-0.058777, 0.360540, 0.305877)","(0.812885, 0.114655, -0.049935, 0.568840)","(0.023054, 0.030145, 0.031968)","(0.661186, 0.199255, -0.316153, 0.650521)","(0.048979, 0.135879, -0.014318)","(0.486721, 0.307842, -0.349579, 0.739006)","(0.000381, 0.000517, 0.000051)","(0.000255, -0.001051, 0.000337, 0.999999)"
"1697301638549","(-0.058031, 0.360330, 0.305634)","(0.812456, 0.114711, -0.053689, 0.569100)","(0.021891, 0.033093, 0.039298)","(0.648525, 0.197565, -0.339681, 0.651920)","(0.047945, 0.136430, -0.011872)","(0.470937, 0.310299, -0.371417, 0.737552)","(0.000006, -0.000467, -0.000867)","(0.001033, -0.000381, -0.000137, 0.999999)"
"1697301638569","(-0.057567, 0.361494, 0.305770)","(0.812009, 0.115380, -0.054358, 0.569538)","(0.023263, 0.033872, 0.040030)","(0.647694, 0.197551, -0.340043, 0.652562)","(0.049250, 0.137110, -0.011373)","(0.469990, 0.310261, -0.371816, 0.737971)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638583","(-0.057361, 0.361543, 0.305700)","(0.812024, 0.115829, -0.054456, 0.569416)","(0.023263, 0.033872, 0.040030)","(0.647694, 0.197551, -0.340043, 0.652562)","(0.049250, 0.137110, -0.011373)","(0.469990, 0.310261, -0.371816, 0.737971)","(-0.000035, -0.000570, -0.000751)","(0.001950, -0.001140, 0.000514, 0.999997)"
"1697301638601","(-0.056000, 0.363413, 0.305238)","(0.810869, 0.116735, -0.055742, 0.570751)","(0.021472, 0.037042, 0.048985)","(0.635255, 0.197953, -0.357757, 0.655191)","(0.046665, 0.138112, -0.006622)","(0.448883, 0.314729, -0.391445, 0.739068)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638633","(-0.055842, 0.363448, 0.305250)","(0.810787, 0.117633, -0.055392, 0.570718)","(0.019765, 0.039015, 0.052897)","(0.629070, 0.192476, -0.361867, 0.660513)","(0.045471, 0.138725, -0.004819)","(0.440298, 0.310287, -0.397117, 0.743073)","(-0.000164, -0.000179, -0.000174)","(0.000939, -0.000009, 0.000788, 0.999999)"
"1697301638649","(-0.054952, 0.364323, 0.304590)","(0.810189, 0.119221, -0.055022, 0.571272)","(0.017244, 0.039331, 0.054654)","(0.632383, 0.185667, -0.357179, 0.661848)","(0.044126, 0.138827, -0.002719)","(0.441363, 0.303587, -0.393373, 0.747189)","(0.000052, 0.000599, 0.000352)","(0.000857, -0.000097, -0.000809, 0.999999)"
"1697301638670","(-0.055749, 0.364129, 0.303791)","(0.809483, 0.120347, -0.054636, 0.572075)","(0.013722, 0.038585, 0.056833)","(0.633277, 0.177828, -0.352024, 0.665895)","(0.041703, 0.137591, -0.000785)","(0.440807, 0.295585, -0.389511, 0.752729)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638685","(-0.056126, 0.364136, 0.303980)","(0.809256, 0.120077, -0.055215, 0.572397)","(0.013799, 0.038612, 0.057295)","(0.633277, 0.177828, -0.352024, 0.665895)","(0.041780, 0.137618, -0.000324)","(0.440807, 0.295585, -0.389511, 0.752729)","(0.001089, 0.000293, 0.000683)","(-0.006747, -0.001833, 0.002749, 0.999972)"
"1697301638705","(-0.054308, 0.360029, 0.308545)","(0.813053, 0.119213, -0.058116, 0.566883)","(0.008782, 0.037878, 0.058240)","(0.638520, 0.173549, -0.354209, 0.660840)","(0.038352, 0.137032, 0.001673)","(0.447147, 0.293083, -0.391669, 0.748838)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638724","(-0.054682, 0.359843, 0.308515)","(0.812808, 0.118684, -0.058910, 0.567263)","(0.004958, 0.037908, 0.058796)","(0.641077, 0.169555, -0.356910, 0.657941)","(0.035558, 0.136869, 0.002447)","(0.449396, 0.291767, -0.392843, 0.747389)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638737","(-0.055013, 0.359701, 0.308394)","(0.812730, 0.117584, -0.059844, 0.567506)","(0.000770, 0.036094, 0.058071)","(0.650340, 0.161543, -0.347585, 0.655855)","(0.032684, 0.135532, 0.003351)","(0.456804, 0.285221, -0.383192, 0.750429)","(-0.000500, -0.001092, -0.000233)","(0.001182, 0.001512, -0.001332, 0.999997)"
"1697301638766","(-0.056743, 0.361258, 0.307591)","(0.812097, 0.116686, -0.058905, 0.568694)","(-0.002984, 0.036396, 0.057931)","(0.654762, 0.153755, -0.342982, 0.655751)","(0.030163, 0.135552, 0.003567)","(0.458554, 0.277745, -0.380218, 0.753671)","(0.000060, -0.000079, -0.000061)","(0.001339, 0.001214, -0.001579, 0.999997)"
"1697301638781","(-0.059190, 0.361813, 0.306388)","(0.811542, 0.115421, -0.058596, 0.569776)","(-0.006225, 0.035342, 0.057317)","(0.657616, 0.151948, -0.340391, 0.654665)","(0.027155, 0.134568, 0.003416)","(0.459533, 0.276292, -0.377314, 0.755067)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638801","(-0.059375, 0.361643, 0.306478)","(0.811731, 0.114876, -0.059160, 0.569559)","(-0.008672, 0.034488, 0.056262)","(0.659821, 0.150569, -0.340629, 0.652638)","(0.025133, 0.133676, 0.002742)","(0.460796, 0.275215, -0.377002, 0.754846)","(-0.000023, 0.000148, 0.000030)","(0.000114, 0.000243, -0.000626, 1.000000)"
"1697301638834","(-0.060142, 0.361323, 0.306321)","(0.811606, 0.114980, -0.058888, 0.569744)","(-0.009458, 0.034080, 0.056564)","(0.659736, 0.150784, -0.340078, 0.652963)","(0.024249, 0.133298, 0.003038)","(0.460630, 0.275276, -0.376449, 0.755201)","(-0.000219, -0.000117, -0.000321)","(0.001161, 0.000170, -0.001358, 0.999998)"
"1697301638847","(-0.061480, 0.361954, 0.305714)","(0.811167, 0.115753, -0.058480, 0.570254)","(-0.013690, 0.032381, 0.054347)","(0.664345, 0.149441, -0.338656, 0.649327)","(0.020422, 0.131597, 0.001644)","(0.462249, 0.272640, -0.372387, 0.757180)","(-0.000076, -0.000162, -0.000189)","(-0.000753, -0.002554, 0.002464, 0.999993)"
"1697301638871","(-0.058314, 0.361949, 0.306724)","(0.811867, 0.114865, -0.061777, 0.569089)","(-0.014602, 0.031158, 0.053561)","(0.668361, 0.148638, -0.340320, 0.644502)","(0.020092, 0.130335, 0.001599)","(0.464962, 0.270672, -0.371237, 0.756790)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638882","(-0.058623, 0.361935, 0.306770)","(0.811915, 0.114636, -0.061187, 0.569130)","(-0.015417, 0.030791, 0.053728)","(0.668361, 0.148638, -0.340320, 0.644502)","(0.019277, 0.129969, 0.001766)","(0.464962, 0.270672, -0.371237, 0.756790)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638903","(-0.058897, 0.362112, 0.306757)","(0.812095, 0.114099, -0.060954, 0.569007)","(-0.015919, 0.029950, 0.052768)","(0.672483, 0.147915, -0.340162, 0.640451)","(0.019156, 0.129245, 0.001627)","(0.468078, 0.269200, -0.367555, 0.757191)","(-0.000131, 0.000429, 0.000056)","(-0.000907, -0.001844, 0.001428, 0.999997)"
"1697301638936","(-0.056818, 0.361176, 0.307622)","(0.812787, 0.113650, -0.062720, 0.567915)","(-0.015793, 0.027909, 0.051316)","(0.676984, 0.150323, -0.341096, 0.634626)","(0.019406, 0.127673, 0.001451)","(0.473180, 0.269656, -0.361514, 0.756766)","(-0.000225, 0.000753, -0.000014)","(0.000747, -0.000332, -0.000536, 1.000000)"
"1697301638947","(-0.057158, 0.360788, 0.307113)","(0.812319, 0.113605, -0.062295, 0.568639)","(-0.016749, 0.026330, 0.050576)","(0.677288, 0.152245, -0.339433, 0.634734)","(0.018185, 0.126286, 0.001036)","(0.474647, 0.267984, -0.352895, 0.760500)","(-0.000238, 0.000558, -0.000193)","(0.000963, 0.000275, -0.001203, 0.999999)"
"1697301638967","(-0.058165, 0.360856, 0.306596)","(0.811735, 0.114021, -0.061441, 0.569483)","(-0.016981, 0.025366, 0.050479)","(0.675699, 0.153006, -0.338705, 0.636631)","(0.017915, 0.125208, 0.000783)","(0.473651, 0.267365, -0.352652, 0.761451)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301638980","(-0.058382, 0.360916, 0.306735)","(0.811770, 0.113600, -0.061484, 0.569512)","(-0.017332, 0.024894, 0.049850)","(0.676557, 0.152517, -0.339064, 0.635645)","(0.017659, 0.124706, 0.000216)","(0.473331, 0.268069, -0.354878, 0.760367)","(0.000643, 0.000349, 0.000019)","(-0.005125, -0.001735, 0.002405, 0.999983)"
"1697301639003","(-0.056414, 0.357675, 0.310703)","(0.814723, 0.112584, -0.063786, 0.565229)","(-0.018584, 0.022997, 0.050174)","(0.679924, 0.152527, -0.343575, 0.629600)","(0.017199, 0.122956, 0.001444)","(0.477695, 0.269980, -0.360243, 0.754416)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301639035","(-0.056554, 0.357602, 0.310709)","(0.814682, 0.112021, -0.064076, 0.565366)","(-0.019146, 0.022603, 0.050235)","(0.679924, 0.152527, -0.343575, 0.629600)","(0.016637, 0.122562, 0.001505)","(0.477695, 0.269980, -0.360243, 0.754416)","(0.000207, -0.000196, 0.000178)","(-0.006038, -0.001671, 0.002482, 0.999977)"
"1697301639055","(-0.054270, 0.354259, 0.314879)","(0.818068, 0.110976, -0.066788, 0.560347)","(-0.020538, 0.018900, 0.048443)","(0.684424, 0.158417, -0.353004, 0.617945)","(0.015970, 0.119860, 0.001780)","(0.486871, 0.282588, -0.376180, 0.735928)","(0.000108, -0.000687, 0.000101)","(-0.005939, -0.001484, 0.002509, 0.999978)"
"1697301639077","(-0.051842, 0.351288, 0.319082)","(0.821644, 0.110130, -0.068855, 0.555005)","(-0.020820, 0.018081, 0.048173)","(0.688127, 0.160088, -0.356196, 0.611537)","(0.016257, 0.119533, 0.002827)","(0.492356, 0.287402, -0.381818, 0.727462)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1697301639097","(-0.052037, 0.351271, 0.319220)","(0.821878, 0.109752, -0.068993, 0.554717)","(-0.021324, 0.017602, 0.048227)","(0.688127, 0.160088, -0.356196, 0.611537)","(0.015753, 0.119055, 0.002882)","(0.492356, 0.287402, -0.381818, 0.727462)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
