"timestamp","rif_pos","rif_rot","rif_vel","rif_ang_vel","lif_pos","lif_rot","lif_vel","lif_ang_vel","rPalm_pos","rPalm_rot","rPalm_vel","rPalm_ang_vel","lPalm_pos","lPalm_rot","lPalm_vel","lPalm_ang_vel","cam_pos","cam_rot","cam_vel","cam_ang_vel","tar_pos","tar_rot","tar_vel","tar_ang_vel","Is Eye Tracking Enabled and Valid","gaze origin","gaze direction","gaze rotation","head movement direction","head velocity"
"1702075067281","(0.171258, -0.389234, 0.401584)","(-0.337510, -0.097172, 0.205564, -0.913448)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.190317, -0.354828, 0.301459)","(0.107151, -0.106111, 0.267877, -0.951578)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.013304, 0.008969, 0.203503)","(0.400896, 0.099342, -0.052274, 0.909220)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.011562, 0.007905, 0.205300)","(0.153585, -0.734732, 0.660743)","(0.400896, 0.099342, -0.052274, 0.909220)","(-0.055769, 0.038864, 0.997686)","(0.000000, 0.000000, 0.000000)"
"1702075067292","(0.171258, -0.389234, 0.401584)","(-0.337510, -0.097172, 0.205564, -0.913448)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","(0.190317, -0.354828, 0.301459)","(0.107151, -0.106111, 0.267877, -0.951578)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.013623, 0.009303, 0.202887)","(0.399125, 0.098144, -0.052495, 0.910116)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.011822, 0.008064, 0.205032)","(0.151369, -0.735439, 0.660467)","(0.399125, 0.098144, -0.052495, 0.910116)","(-0.055944, 0.038901, 0.997675)","(0.000000, 0.000000, 0.000000)"
"1702075067317","(0.171860, -0.388263, 0.403817)","(-0.325272, -0.091420, 0.200022, -0.919691)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.191107, -0.355905, 0.302256)","(0.107857, -0.106769, 0.264467, -0.952379)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.014293, 0.009915, 0.201667)","(0.396575, 0.097296, -0.052992, 0.911292)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.012386, 0.008477, 0.204338)","(0.147037, -0.735559, 0.661312)","(0.396575, 0.097296, -0.052992, 0.911292)","(-0.056664, 0.039267, 0.997619)","(0.000000, 0.000000, 0.000000)"
"1702075067333","(0.172157, -0.387483, 0.405582)","(-0.315349, -0.086285, 0.198691, -0.923922)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.191751, -0.356414, 0.302909)","(0.105685, -0.109037, 0.264492, -0.952358)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.014648, 0.010000, 0.200957)","(0.395280, 0.097860, -0.052787, 0.911806)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.012688, 0.008705, 0.203915)","(0.145180, -0.735178, 0.662145)","(0.395280, 0.097860, -0.052787, 0.911806)","(-0.057202, 0.039596, 0.997576)","(0.000000, 0.000000, 0.000000)"
"1702075067359","(0.172708, -0.387797, 0.405931)","(-0.315349, -0.086285, 0.198691, -0.923922)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.192302, -0.356728, 0.303258)","(0.105685, -0.109037, 0.264492, -0.952358)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.015041, 0.010174, 0.200203)","(0.394551, 0.098572, -0.052010, 0.912090)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.013002, 0.008912, 0.203442)","(0.143830, -0.734544, 0.663143)","(0.394551, 0.098572, -0.052010, 0.912090)","(-0.057853, 0.040004, 0.997522)","(0.000000, 0.000000, 0.000000)"
"1702075067401","(0.173083, -0.386998, 0.408151)","(-0.296688, -0.079708, 0.196632, -0.931106)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.192974, -0.357443, 0.303488)","(0.096836, -0.114086, 0.262965, -0.953130)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.015735, 0.010624, 0.199749)","(0.394322, 0.100401, -0.050540, 0.912072)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.013328, 0.009114, 0.202924)","(0.143021, -0.733818, 0.664120)","(0.394322, 0.100401, -0.050540, 0.912072)","(-0.058615, 0.040481, 0.997459)","(0.000000, 0.000000, 0.000000)"
"1702075067405","(0.173083, -0.386998, 0.408151)","(-0.296688, -0.079708, 0.196632, -0.931106)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","(0.192974, -0.357443, 0.303488)","(0.096836, -0.114086, 0.262965, -0.953130)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.015735, 0.010624, 0.199749)","(0.394322, 0.100401, -0.050540, 0.912072)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.013328, 0.009114, 0.202924)","(0.143021, -0.733818, 0.664120)","(0.394322, 0.100401, -0.050540, 0.912072)","(-0.058615, 0.040481, 0.997459)","(0.000000, 0.000000, 0.000000)"
"1702075067417","(0.174973, -0.388675, 0.409609)","(-0.291757, -0.081770, 0.200969, -0.931560)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.194262, -0.358410, 0.304219)","(0.085469, -0.123362, 0.263563, -0.952896)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.017290, 0.011467, 0.197942)","(0.392723, 0.100909, -0.048964, 0.912792)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.013710, 0.009354, 0.202420)","(0.143064, -0.733127, 0.664875)","(0.392723, 0.100909, -0.048964, 0.912792)","(-0.059504, 0.041038, 0.997383)","(0.000000, 0.000000, 0.000000)"
"1702075067437","(0.175918, -0.389331, 0.411878)","(-0.274542, -0.077885, 0.199262, -0.937473)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.195401, -0.359628, 0.304934)","(0.071854, -0.131950, 0.258268, -0.954319)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.017985, 0.011710, 0.197666)","(0.392365, 0.100635, -0.048490, 0.913001)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.014271, 0.009685, 0.201718)","(0.143487, -0.732144, 0.665865)","(0.392365, 0.100635, -0.048490, 0.913001)","(-0.060603, 0.041718, 0.997289)","(0.000000, 0.000000, 0.000000)"
"1702075067452","(0.177461, -0.389954, 0.412649)","(-0.273849, -0.082508, 0.200823, -0.936947)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.196500, -0.359996, 0.306013)","(0.072687, -0.131483, 0.260169, -0.953803)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.018519, 0.011726, 0.197370)","(0.391750, 0.099976, -0.048008, 0.913363)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.014845, 0.009998, 0.201091)","(0.143831, -0.731232, 0.666793)","(0.391750, 0.099976, -0.048008, 0.913363)","(-0.061896, 0.042499, 0.997177)","(0.000000, 0.000000, 0.000000)"
"1702075067485","(0.178746, -0.390071, 0.413219)","(-0.268790, -0.086925, 0.202624, -0.937624)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.197103, -0.360303, 0.306503)","(0.074751, -0.133771, 0.262546, -0.952674)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.019592, 0.011737, 0.196737)","(0.391391, 0.098514, -0.047366, 0.913709)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.015951, 0.010500, 0.199997)","(0.144032, -0.729430, 0.668720)","(0.391391, 0.098514, -0.047366, 0.913709)","(-0.064963, 0.044238, 0.996906)","(0.000000, 0.000000, 0.000000)"
"1702075067499","(0.178972, -0.389888, 0.413148)","(-0.260974, -0.090233, 0.203011, -0.939435)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","(0.197008, -0.360271, 0.306309)","(0.074988, -0.134203, 0.263854, -0.952233)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020111, 0.011605, 0.196441)","(0.391638, 0.098036, -0.046941, 0.913677)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.016497, 0.010686, 0.199508)","(0.143870, -0.728703, 0.669547)","(0.391638, 0.098036, -0.046941, 0.913677)","(-0.066697, 0.045145, 0.996751)","(0.000000, 0.000000, 0.000000)"
"1702075067519","(0.179581, -0.388692, 0.412265)","(-0.256749, -0.092679, 0.203662, -0.940220)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.197275, -0.359345, 0.305359)","(0.076775, -0.134965, 0.264574, -0.951783)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020565, 0.011499, 0.196015)","(0.391916, 0.097045, -0.046122, 0.913705)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.017038, 0.010823, 0.199049)","(0.143647, -0.728130, 0.670218)","(0.391916, 0.097045, -0.046122, 0.913705)","(-0.068545, 0.046041, 0.996584)","(0.000000, 0.000000, 0.000000)"
"1702075067539","(0.179326, -0.389007, 0.409063)","(-0.279898, -0.094181, 0.203377, -0.933501)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.197015, -0.358039, 0.303593)","(0.078360, -0.135432, 0.265043, -0.951457)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.020905, 0.011649, 0.195941)","(0.392532, 0.096602, -0.045756, 0.913506)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.017567, 0.010925, 0.198594)","(0.143279, -0.727684, 0.670781)","(0.392532, 0.096602, -0.045756, 0.913506)","(-0.070490, 0.046910, 0.996408)","(0.000000, 0.000000, 0.000000)"
"1702075067566","(0.179829, -0.389118, 0.409286)","(-0.279898, -0.094181, 0.203377, -0.933501)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, -0.000001)","null","null","null","null","(0.197518, -0.358150, 0.303817)","(0.078360, -0.135432, 0.265043, -0.951457)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, -0.000001)","null","null","null","null","(-0.021278, 0.011785, 0.195740)","(0.393249, 0.096725, -0.045799, 0.913182)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.018069, 0.011034, 0.198195)","(0.142872, -0.727432, 0.671142)","(0.393249, 0.096725, -0.045799, 0.913182)","(-0.072507, 0.047755, 0.996223)","(0.000000, 0.000000, 0.000000)"
"1702075067591","(0.179344, -0.389962, 0.406551)","(-0.309690, -0.102101, 0.208070, -0.922157)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.196472, -0.356333, 0.303335)","(0.077843, -0.134687, 0.269273, -0.950417)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.021991, 0.012060, 0.195645)","(0.393577, 0.096260, -0.044545, 0.913152)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.018552, 0.011147, 0.197825)","(0.142535, -0.727378, 0.671271)","(0.393577, 0.096260, -0.044545, 0.913152)","(-0.074581, 0.048582, 0.996030)","(0.000000, 0.000000, 0.000000)"
"1702075067618","(0.178544, -0.387962, 0.403921)","(-0.323907, -0.102313, 0.208186, -0.917211)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","(0.195421, -0.353204, 0.301286)","(0.074986, -0.138290, 0.268940, -0.950223)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000001)","null","null","null","null","(-0.022369, 0.012196, 0.195727)","(0.393109, 0.095976, -0.043942, 0.913413)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.019071, 0.011285, 0.197496)","(0.142263, -0.727377, 0.671330)","(0.393109, 0.095976, -0.043942, 0.913413)","(-0.076721, 0.049403, 0.995827)","(0.000000, 0.000000, 0.000000)"
"1702075067623","(0.178544, -0.387962, 0.403921)","(-0.323907, -0.102313, 0.208186, -0.917211)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.195421, -0.353204, 0.301286)","(0.074986, -0.138290, 0.268940, -0.950223)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022369, 0.012196, 0.195727)","(0.393109, 0.095976, -0.043942, 0.913413)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.019071, 0.011285, 0.197496)","(0.142263, -0.727377, 0.671330)","(0.393109, 0.095976, -0.043942, 0.913413)","(-0.076721, 0.049403, 0.995827)","(0.000000, 0.000000, 0.000000)"
"1702075067633","(0.177393, -0.386516, 0.402379)","(-0.326596, -0.106296, 0.207398, -0.915982)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.193741, -0.351137, 0.300085)","(0.075077, -0.138458, 0.267338, -0.950644)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022973, 0.012292, 0.196016)","(0.392716, 0.095418, -0.043009, 0.913685)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.019570, 0.011422, 0.197229)","(0.142040, -0.727256, 0.671508)","(0.392716, 0.095418, -0.043009, 0.913685)","(-0.078908, 0.050218, 0.995616)","(0.000000, 0.000000, 0.000000)"
"1702075067657","(0.177169, -0.386388, 0.401347)","(-0.326091, -0.108397, 0.205722, -0.916293)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.193488, -0.350602, 0.299374)","(0.075540, -0.136489, 0.265691, -0.951353)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, -0.000001)","null","null","null","null","(-0.023179, 0.012041, 0.196123)","(0.392119, 0.095024, -0.042401, 0.914011)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.020085, 0.011554, 0.197045)","(0.141820, -0.727043, 0.671786)","(0.392119, 0.095024, -0.042401, 0.914011)","(-0.081143, 0.051021, 0.995395)","(0.000000, 0.000000, 0.000000)"
"1702075067688","(0.177426, -0.387104, 0.399017)","(-0.332539, -0.111957, 0.208923, -0.912817)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.193868, -0.349798, 0.298052)","(0.072220, -0.135991, 0.268973, -0.950760)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.023460, 0.011501, 0.196264)","(0.392865, 0.093911, -0.041605, 0.913842)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.020983, 0.011646, 0.196796)","(0.141347, -0.726435, 0.672543)","(0.392865, 0.093911, -0.041605, 0.913842)","(-0.085641, 0.052480, 0.994942)","(0.000000, 0.000000, 0.000000)"
"1702075067699","(0.177553, -0.386837, 0.398895)","(-0.332539, -0.111957, 0.208923, -0.912817)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.193996, -0.349531, 0.297930)","(0.072220, -0.135991, 0.268973, -0.950760)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, -0.000001)","null","null","null","null","(-0.023488, 0.011386, 0.196520)","(0.393514, 0.093535, -0.041366, 0.913612)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.021359, 0.011624, 0.196715)","(0.140983, -0.726346, 0.672715)","(0.393514, 0.093535, -0.041366, 0.913612)","(-0.087855, 0.053098, 0.994716)","(0.000000, 0.000000, 0.000000)"
"1702075067726","(0.177687, -0.388118, 0.398601)","(-0.334763, -0.116247, 0.211897, -0.910780)","(0.000000, 0.000000, 0.000000)","(0.000001, -0.000001, 0.000000)","null","null","null","null","(0.193772, -0.350209, 0.298067)","(0.070934, -0.136269, 0.272320, -0.949864)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, 0.000001)","null","null","null","null","(-0.023539, 0.011317, 0.196741)","(0.394167, 0.093096, -0.041158, 0.913385)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.021683, 0.011588, 0.196685)","(0.140583, -0.726412, 0.672728)","(0.394167, 0.093096, -0.041158, 0.913385)","(-0.090010, 0.053636, 0.994495)","(0.000000, 0.000000, 0.000000)"
"1702075067742","(0.177832, -0.388923, 0.397874)","(-0.342802, -0.117419, 0.211759, -0.907666)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.193834, -0.350427, 0.297898)","(0.070145, -0.135762, 0.273059, -0.949783)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, 0.000001)","null","null","null","null","(-0.023514, 0.011335, 0.197401)","(0.394634, 0.092674, -0.041048, 0.913231)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.021967, 0.011547, 0.196694)","(0.140130, -0.726612, 0.672606)","(0.394634, 0.092674, -0.041048, 0.913231)","(-0.092091, 0.054098, 0.994279)","(0.000000, 0.000000, 0.000000)"
"1702075067768","(0.178243, -0.388833, 0.397389)","(-0.337598, -0.120666, 0.208582, -0.909924)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.193964, -0.350272, 0.297407)","(0.069670, -0.133674, 0.270564, -0.950828)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.023505, 0.011029, 0.197470)","(0.394429, 0.091944, -0.041061, 0.913393)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022204, 0.011514, 0.196802)","(0.139629, -0.726886, 0.672414)","(0.394429, 0.091944, -0.041061, 0.913393)","(-0.094076, 0.054493, 0.994072)","(0.000000, 0.000000, 0.000000)"
"1702075067793","(0.178337, -0.388677, 0.397284)","(-0.337598, -0.120666, 0.208582, -0.909924)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.194058, -0.350116, 0.297303)","(0.069670, -0.133674, 0.270564, -0.950828)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022954, 0.010550, 0.198189)","(0.396126, 0.091417, -0.041080, 0.912710)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022406, 0.011439, 0.196906)","(0.139000, -0.727073, 0.672342)","(0.396126, 0.091417, -0.041080, 0.912710)","(-0.095958, 0.054807, 0.993875)","(0.000000, 0.000000, 0.000000)"
"1702075067798","(0.178337, -0.388677, 0.397284)","(-0.337598, -0.120666, 0.208582, -0.909924)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","(0.194058, -0.350116, 0.297303)","(0.069670, -0.133674, 0.270564, -0.950828)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022954, 0.010550, 0.198189)","(0.396126, 0.091417, -0.041080, 0.912710)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.022406, 0.011439, 0.196906)","(0.139000, -0.727073, 0.672342)","(0.396126, 0.091417, -0.041080, 0.912710)","(-0.095958, 0.054807, 0.993875)","(0.000000, 0.000000, 0.000000)"
"1702075067826","(0.177570, -0.386154, 0.396346)","(-0.323093, -0.118962, 0.190750, -0.919279)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.193348, -0.348756, 0.295726)","(0.078131, -0.123661, 0.253892, -0.956108)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022695, 0.009857, 0.198747)","(0.396014, 0.091783, -0.040724, 0.912738)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022514, 0.011159, 0.197365)","(0.137754, -0.728095, 0.671492)","(0.396014, 0.091783, -0.040724, 0.912738)","(-0.099231, 0.055121, 0.993536)","(0.000000, 0.000000, 0.000000)"
"1702075067839","(0.175611, -0.384259, 0.395238)","(-0.319605, -0.112631, 0.191437, -0.921151)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.192544, -0.348029, 0.294483)","(0.083873, -0.118065, 0.255515, -0.955897)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022600, 0.009425, 0.198696)","(0.397308, 0.091749, -0.041101, 0.912162)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022543, 0.010950, 0.197587)","(0.137359, -0.728465, 0.671172)","(0.397308, 0.091749, -0.041101, 0.912162)","(-0.100627, 0.055107, 0.993396)","(0.000000, 0.000000, 0.000000)"
"1702075067854","(0.175703, -0.384071, 0.394954)","(-0.319605, -0.112631, 0.191436, -0.921151)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","(0.192637, -0.347841, 0.294199)","(0.083873, -0.118065, 0.255515, -0.955897)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022409, 0.009122, 0.198728)","(0.399238, 0.091585, -0.041421, 0.911321)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022552, 0.010703, 0.197767)","(0.136932, -0.729098, 0.670572)","(0.399238, 0.091585, -0.041421, 0.911321)","(-0.101879, 0.054966, 0.993276)","(0.000000, 0.000000, 0.000000)"
"1702075067870","(0.172096, -0.382233, 0.393714)","(-0.317699, -0.102500, 0.191870, -0.922901)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000001)","null","null","null","null","(0.191022, -0.347157, 0.292968)","(0.086869, -0.108841, 0.259118, -0.955754)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022061, 0.009049, 0.199419)","(0.400557, 0.091568, -0.041751, 0.910728)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.022529, 0.010444, 0.197924)","(0.136429, -0.730110, 0.669572)","(0.400557, 0.091568, -0.041751, 0.910728)","(-0.102985, 0.054706, 0.993177)","(0.000000, 0.000000, 0.000000)"
"1702075067900","(0.167438, -0.380468, 0.392485)","(-0.317607, -0.088231, 0.191238, -0.924538)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.189136, -0.346249, 0.291983)","(0.088066, -0.098598, 0.263104, -0.955667)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.021712, 0.008333, 0.200008)","(0.401563, 0.091525, -0.042423, 0.910259)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022344, 0.009983, 0.198454)","(0.135462, -0.732370, 0.667297)","(0.401563, 0.091525, -0.042423, 0.910259)","(-0.104711, 0.053909, 0.993040)","(0.000000, 0.000000, 0.000000)"
"1702075067917","(0.161927, -0.378364, 0.391778)","(-0.314446, -0.070450, 0.187920, -0.927818)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","(0.186535, -0.345353, 0.291133)","(0.089347, -0.092778, 0.265079, -0.955585)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.021476, 0.008310, 0.200427)","(0.403003, 0.091324, -0.043152, 0.909608)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022238, 0.009708, 0.198713)","(0.134976, -0.733452, 0.666205)","(0.403003, 0.091324, -0.043152, 0.909608)","(-0.105348, 0.053368, 0.993002)","(0.000000, 0.000000, 0.000000)"
"1702075067934","(0.155961, -0.377947, 0.390549)","(-0.325828, -0.049300, 0.184144, -0.926011)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.183602, -0.345027, 0.290025)","(0.086020, -0.086876, 0.266030, -0.956181)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.021247, 0.007728, 0.200659)","(0.402858, 0.091058, -0.043342, 0.909690)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022110, 0.009473, 0.199001)","(0.134369, -0.734733, 0.664916)","(0.402858, 0.091058, -0.043342, 0.909690)","(-0.105844, 0.052757, 0.992982)","(0.000000, 0.000000, 0.000000)"
"1702075067963","(0.155636, -0.377629, 0.389954)","(-0.325828, -0.049300, 0.184145, -0.926011)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.183278, -0.344709, 0.289430)","(0.086020, -0.086876, 0.266030, -0.956181)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.021051, 0.007555, 0.200581)","(0.404386, 0.091051, -0.043842, 0.908988)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.021965, 0.009179, 0.199281)","(0.133759, -0.735768, 0.663893)","(0.404386, 0.091051, -0.043842, 0.908988)","(-0.106204, 0.052055, 0.992980)","(0.000000, 0.000000, 0.000000)"
