"timestamp","rif_pos","rif_rot","rif_vel","rif_ang_vel","lif_pos","lif_rot","lif_vel","lif_ang_vel","rPalm_pos","rPalm_rot","rPalm_vel","rPalm_ang_vel","lPalm_pos","lPalm_rot","lPalm_vel","lPalm_ang_vel","cam_pos","cam_rot","cam_vel","cam_ang_vel","tar_pos","tar_rot","tar_vel","tar_ang_vel","Is Eye Tracking Enabled and Valid","gaze origin","gaze direction","gaze rotation","head movement direction","head velocity"
"1702074899227","(0.017723, -0.333375, 0.308187)","(-0.255044, 0.227507, 0.156402, -0.926678)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, 0.000001)","null","null","null","null","(0.099375, -0.315967, 0.230779)","(-0.002966, 0.198524, 0.319523, -0.926544)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, -0.000001)","null","null","null","null","(-0.019769, 0.005391, 0.200129)","(0.419249, 0.064466, -0.051346, 0.904123)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.017427, 0.005963, 0.198706)","(0.083330, -0.765482, 0.638039)","(0.419249, 0.064466, -0.051346, 0.904123)","(-0.082880, 0.032027, 0.996042)","(0.000000, 0.000000, 0.000000)"
"1702074899240","(0.017134, -0.331093, 0.310085)","(-0.245503, 0.230162, 0.156220, -0.928628)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.098952, -0.315591, 0.232448)","(0.006392, 0.202179, 0.319759, -0.925655)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.019781, 0.005283, 0.200110)","(0.419329, 0.064921, -0.051494, 0.904045)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.017594, 0.005922, 0.198808)","(0.082631, -0.765431, 0.638191)","(0.419329, 0.064921, -0.051494, 0.904045)","(-0.083403, 0.031791, 0.996006)","(0.000000, 0.000000, 0.000000)"
"1702074899254","(0.016816, -0.331062, 0.311706)","(-0.249957, 0.229334, 0.154648, -0.927907)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.098499, -0.315122, 0.234148)","(0.005868, 0.202211, 0.320454, -0.925411)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.019892, 0.005036, 0.200357)","(0.419144, 0.064900, -0.051306, 0.904143)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.017752, 0.005876, 0.198902)","(0.082022, -0.765392, 0.638316)","(0.419144, 0.064900, -0.051306, 0.904143)","(-0.083947, 0.031554, 0.995968)","(0.000000, 0.000000, 0.000000)"
"1702074899282","(0.017009, -0.330637, 0.310459)","(-0.250216, 0.228159, 0.160301, -0.927168)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.098471, -0.315470, 0.232581)","(0.007103, 0.201398, 0.327679, -0.923047)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.019980, 0.004708, 0.200533)","(0.419301, 0.065178, -0.050958, 0.904070)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.018059, 0.005744, 0.199114)","(0.080947, -0.765260, 0.638612)","(0.419301, 0.065178, -0.050958, 0.904070)","(-0.085088, 0.031049, 0.995888)","(0.000000, 0.000000, 0.000000)"
"1702074899299","(0.016838, -0.330502, 0.310984)","(-0.250216, 0.228159, 0.160301, -0.927168)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.098300, -0.315334, 0.233106)","(0.007103, 0.201398, 0.327679, -0.923047)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020038, 0.004580, 0.200606)","(0.419986, 0.065597, -0.050879, 0.903726)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.018201, 0.005667, 0.199219)","(0.080515, -0.765227, 0.638706)","(0.419986, 0.065597, -0.050879, 0.903726)","(-0.085674, 0.030776, 0.995846)","(0.000000, 0.000000, 0.000000)"
"1702074899316","(0.016851, -0.330985, 0.311253)","(-0.251113, 0.227219, 0.160641, -0.927097)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.098213, -0.315581, 0.233308)","(0.006085, 0.201039, 0.328166, -0.922959)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, -0.000001)","null","null","null","null","(-0.020137, 0.004447, 0.200843)","(0.420067, 0.066085, -0.050923, 0.903650)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.018337, 0.005587, 0.199322)","(0.080168, -0.765268, 0.638700)","(0.420067, 0.066085, -0.050923, 0.903650)","(-0.086264, 0.030488, 0.995804)","(0.000000, 0.000000, 0.000000)"
"1702074899333","(0.016882, -0.331200, 0.311496)","(-0.253239, 0.226004, 0.159114, -0.927079)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000001, 0.000000)","null","null","null","null","(0.098034, -0.315493, 0.233448)","(0.006301, 0.201018, 0.327632, -0.923152)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020212, 0.004376, 0.200925)","(0.420208, 0.066507, -0.051140, 0.903541)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.018471, 0.005502, 0.199435)","(0.079907, -0.765317, 0.638674)","(0.420208, 0.066507, -0.051140, 0.903541)","(-0.086856, 0.030186, 0.995762)","(0.000000, 0.000000, 0.000000)"
"1702074899357","(0.016735, -0.331097, 0.311926)","(-0.253239, 0.226003, 0.159114, -0.927079)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.097888, -0.315390, 0.233877)","(0.006301, 0.201018, 0.327632, -0.923152)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020336, 0.004364, 0.200901)","(0.420632, 0.066586, -0.051279, 0.903331)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.018600, 0.005419, 0.199545)","(0.079707, -0.765379, 0.638625)","(0.420632, 0.066586, -0.051279, 0.903331)","(-0.087448, 0.029871, 0.995720)","(0.000000, 0.000000, 0.000000)"
"1702074899379","(0.016826, -0.330582, 0.312415)","(-0.250175, 0.223999, 0.158783, -0.928453)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.097607, -0.315312, 0.233919)","(0.009771, 0.201225, 0.327294, -0.923197)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020397, 0.004226, 0.201127)","(0.421035, 0.066951, -0.051464, 0.903105)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.018728, 0.005341, 0.199645)","(0.079519, -0.765482, 0.638525)","(0.421035, 0.066951, -0.051464, 0.903105)","(-0.088040, 0.029546, 0.995677)","(0.000000, 0.000000, 0.000000)"
"1702074899401","(0.017204, -0.329228, 0.313341)","(-0.244106, 0.221911, 0.158565, -0.930605)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.097484, -0.314964, 0.234149)","(0.016685, 0.200679, 0.326708, -0.923424)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020409, 0.004251, 0.200928)","(0.421066, 0.066897, -0.051551, 0.903089)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.018850, 0.005260, 0.199754)","(0.079378, -0.765620, 0.638377)","(0.421066, 0.066897, -0.051551, 0.903089)","(-0.088628, 0.029212, 0.995635)","(0.000000, 0.000000, 0.000000)"
"1702074899417","(0.018174, -0.327452, 0.314933)","(-0.239252, 0.218764, 0.158735, -0.932579)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(0.097634, -0.314612, 0.234945)","(0.027538, 0.199471, 0.327638, -0.923096)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.020465, 0.004110, 0.200966)","(0.421559, 0.067480, -0.051868, 0.902798)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.018963, 0.005186, 0.199839)","(0.079236, -0.765751, 0.638237)","(0.421559, 0.067480, -0.051868, 0.902798)","(-0.089209, 0.028874, 0.995593)","(0.000000, 0.000000, 0.000000)"
"1702074899430","(0.018174, -0.327452, 0.314933)","(-0.239252, 0.218764, 0.158735, -0.932579)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.097634, -0.314612, 0.234945)","(0.027538, 0.199471, 0.327638, -0.923096)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.020453, 0.004075, 0.201080)","(0.421697, 0.067856, -0.052027, 0.902696)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.019072, 0.005109, 0.199920)","(0.079155, -0.765926, 0.638038)","(0.421697, 0.067856, -0.052027, 0.902696)","(-0.089781, 0.028530, 0.995552)","(0.000000, 0.000000, 0.000000)"
"1702074899455","(0.023930, -0.320694, 0.319964)","(-0.223529, 0.202851, 0.165359, -0.938905)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.099525, -0.313329, 0.236588)","(0.065556, 0.189723, 0.335359, -0.920458)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020547, 0.004100, 0.200924)","(0.421827, 0.068213, -0.051907, 0.902615)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.019267, 0.004967, 0.200069)","(0.079102, -0.766261, 0.637641)","(0.421827, 0.068213, -0.051907, 0.902615)","(-0.090891, 0.027834, 0.995471)","(0.000000, 0.000000, 0.000000)"
"1702074899483","(0.026277, -0.319091, 0.321222)","(-0.221122, 0.196579, 0.165650, -0.940756)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.100550, -0.312341, 0.236966)","(0.076700, 0.185938, 0.335517, -0.920311)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.020675, 0.004274, 0.200908)","(0.421668, 0.068449, -0.051832, 0.902676)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.019448, 0.004854, 0.200187)","(0.079171, -0.766578, 0.637252)","(0.421668, 0.068449, -0.051832, 0.902676)","(-0.091950, 0.027154, 0.995393)","(0.000000, 0.000000, 0.000000)"
"1702074899499","(0.026118, -0.319116, 0.321723)","(-0.221122, 0.196579, 0.165650, -0.940756)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.100391, -0.312366, 0.237467)","(0.076700, 0.185938, 0.335517, -0.920311)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.020839, 0.004168, 0.200895)","(0.421703, 0.068873, -0.051346, 0.902655)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.019536, 0.004812, 0.200238)","(0.079221, -0.766706, 0.637092)","(0.421703, 0.068873, -0.051346, 0.902655)","(-0.092462, 0.026830, 0.995354)","(0.000000, 0.000000, 0.000000)"
"1702074899516","(0.026118, -0.319116, 0.321723)","(-0.221122, 0.196579, 0.165650, -0.940756)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000001, 0.000001)","null","null","null","null","(0.100391, -0.312366, 0.237467)","(0.076700, 0.185938, 0.335517, -0.920311)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.021018, 0.004247, 0.200774)","(0.421255, 0.068248, -0.050906, 0.902937)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.019630, 0.004766, 0.200286)","(0.079351, -0.766826, 0.636931)","(0.421255, 0.068248, -0.050906, 0.902937)","(-0.092967, 0.026515, 0.995315)","(0.000000, 0.000000, 0.000000)"
"1702074899537","(0.029994, -0.316384, 0.325583)","(-0.220810, 0.186518, 0.154032, -0.944843)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.102062, -0.309942, 0.240230)","(0.097646, 0.181735, 0.325423, -0.922788)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.021180, 0.004520, 0.200833)","(0.421565, 0.068048, -0.051408, 0.902779)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.019730, 0.004729, 0.200321)","(0.079424, -0.766888, 0.636847)","(0.421565, 0.068048, -0.051408, 0.902779)","(-0.093469, 0.026212, 0.995276)","(0.000000, 0.000000, 0.000000)"
"1702074899553","(0.029858, -0.316374, 0.326320)","(-0.220810, 0.186518, 0.154033, -0.944843)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.101926, -0.309932, 0.240967)","(0.097647, 0.181735, 0.325423, -0.922788)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, -0.000001)","null","null","null","null","(-0.021385, 0.004484, 0.200838)","(0.421451, 0.067541, -0.051993, 0.902837)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.019835, 0.004713, 0.200358)","(0.079431, -0.766980, 0.636736)","(0.421451, 0.067541, -0.051993, 0.902837)","(-0.093970, 0.025932, 0.995237)","(0.000000, 0.000000, 0.000000)"
"1702074899581","(0.032331, -0.314920, 0.328334)","(-0.222703, 0.182364, 0.151957, -0.945545)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.103230, -0.309503, 0.242494)","(0.110855, 0.178840, 0.325505, -0.921832)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, 0.000001)","null","null","null","null","(-0.021626, 0.004584, 0.200983)","(0.421180, 0.066893, -0.052064, 0.903007)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.019948, 0.004697, 0.200393)","(0.079336, -0.767056, 0.636656)","(0.421180, 0.066893, -0.052064, 0.903007)","(-0.094476, 0.025671, 0.995195)","(0.000000, 0.000000, 0.000000)"
"1702074899595","(0.035026, -0.314005, 0.330608)","(-0.228517, 0.175490, 0.145329, -0.946500)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000001, 0.000001)","null","null","null","null","(0.104481, -0.308197, 0.244206)","(0.120621, 0.174197, 0.320254, -0.923333)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.022076, 0.004735, 0.201054)","(0.420755, 0.065778, -0.051746, 0.903306)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.020071, 0.004688, 0.200436)","(0.079162, -0.767098, 0.636627)","(0.420755, 0.065778, -0.051746, 0.903306)","(-0.094989, 0.025431, 0.995153)","(0.000000, 0.000000, 0.000000)"
"1702074899620","(0.038823, -0.314366, 0.332757)","(-0.244448, 0.168892, 0.141384, -0.944315)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.106991, -0.306850, 0.246332)","(0.126243, 0.167644, 0.318502, -0.924400)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.022131, 0.004729, 0.201149)","(0.420608, 0.064839, -0.051246, 0.903470)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.020353, 0.004693, 0.200520)","(0.078575, -0.767063, 0.636742)","(0.420608, 0.064839, -0.051246, 0.903470)","(-0.096064, 0.025022, 0.995060)","(0.000000, 0.000000, 0.000000)"
"1702074899632","(0.038823, -0.314366, 0.332757)","(-0.244448, 0.168892, 0.141384, -0.944315)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.106991, -0.306850, 0.246332)","(0.126243, 0.167644, 0.318502, -0.924400)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.022302, 0.004665, 0.201114)","(0.420430, 0.064313, -0.050937, 0.903609)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.020485, 0.004696, 0.200567)","(0.078240, -0.767034, 0.636818)","(0.420430, 0.064313, -0.050937, 0.903609)","(-0.096616, 0.024849, 0.995011)","(0.000000, 0.000000, 0.000000)"
"1702074899665","(0.040633, -0.313475, 0.334707)","(-0.248958, 0.167762, 0.143185, -0.943066)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.108433, -0.305851, 0.248120)","(0.126679, 0.164149, 0.319769, -0.924530)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022510, 0.004295, 0.201116)","(0.420335, 0.063956, -0.050163, 0.903721)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.020750, 0.004679, 0.200655)","(0.077546, -0.766910, 0.637052)","(0.420335, 0.063956, -0.050163, 0.903721)","(-0.097741, 0.024541, 0.994909)","(0.000000, 0.000000, 0.000000)"
"1702074899682","(0.040735, -0.313359, 0.335553)","(-0.248958, 0.167762, 0.143185, -0.943066)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.108535, -0.305735, 0.248966)","(0.126679, 0.164149, 0.319769, -0.924530)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022635, 0.004168, 0.200906)","(0.420935, 0.063614, -0.049668, 0.903493)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.020883, 0.004650, 0.200690)","(0.077235, -0.766853, 0.637159)","(0.420935, 0.063614, -0.049668, 0.903493)","(-0.098313, 0.024391, 0.994856)","(0.000000, 0.000000, 0.000000)"
"1702074899706","(0.041524, -0.313073, 0.336122)","(-0.251780, 0.166263, 0.141663, -0.942813)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.108967, -0.305277, 0.249429)","(0.128406, 0.162472, 0.318353, -0.925076)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022776, 0.004149, 0.200853)","(0.422030, 0.063362, -0.049535, 0.903007)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.021017, 0.004613, 0.200706)","(0.076921, -0.766860, 0.637188)","(0.422030, 0.063362, -0.049535, 0.903007)","(-0.098894, 0.024238, 0.994802)","(0.000000, 0.000000, 0.000000)"
"1702074899726","(0.041941, -0.312785, 0.336336)","(-0.255786, 0.166051, 0.141632, -0.941776)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.109260, -0.304779, 0.249781)","(0.129496, 0.161457, 0.319055, -0.924860)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022903, 0.004189, 0.201011)","(0.422583, 0.063168, -0.049480, 0.902766)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.021153, 0.004577, 0.200718)","(0.076589, -0.766986, 0.637077)","(0.422583, 0.063168, -0.049480, 0.902766)","(-0.099482, 0.024082, 0.994747)","(0.000000, 0.000000, 0.000000)"
"1702074899741","(0.041655, -0.312666, 0.336123)","(-0.258128, 0.166422, 0.142502, -0.940939)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.109020, -0.304502, 0.249768)","(0.129857, 0.161344, 0.320315, -0.924394)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.022974, 0.004044, 0.201059)","(0.422579, 0.063020, -0.049459, 0.902779)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.021290, 0.004547, 0.200741)","(0.076248, -0.767163, 0.636905)","(0.422579, 0.063020, -0.049459, 0.902779)","(-0.100077, 0.023926, 0.994691)","(0.000000, 0.000000, 0.000000)"
"1702074899764","(0.041111, -0.312889, 0.335747)","(-0.262690, 0.168063, 0.142374, -0.939404)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.108771, -0.304436, 0.249914)","(0.129454, 0.163260, 0.321893, -0.923565)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.023163, 0.003939, 0.201200)","(0.422604, 0.062916, -0.049720, 0.902760)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.021423, 0.004507, 0.200766)","(0.075911, -0.767327, 0.636748)","(0.422604, 0.062916, -0.049720, 0.902760)","(-0.100677, 0.023765, 0.994635)","(0.000000, 0.000000, 0.000000)"
"1702074899777","(0.041171, -0.312775, 0.336303)","(-0.262689, 0.168062, 0.142374, -0.939404)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.108832, -0.304322, 0.250470)","(0.129454, 0.163259, 0.321893, -0.923565)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.023286, 0.003813, 0.201345)","(0.423027, 0.063047, -0.050079, 0.902533)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.021562, 0.004462, 0.200801)","(0.075564, -0.767483, 0.636600)","(0.423027, 0.063047, -0.050079, 0.902533)","(-0.101284, 0.023597, 0.994577)","(0.000000, 0.000000, 0.000000)"
"1702074899791","(0.040338, -0.312755, 0.335687)","(-0.271022, 0.169769, 0.143954, -0.936484)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.108346, -0.303743, 0.250641)","(0.127140, 0.165670, 0.325849, -0.922069)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000001)","null","null","null","null","(-0.023374, 0.003548, 0.201210)","(0.423218, 0.063030, -0.049808, 0.902459)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.021702, 0.004409, 0.200845)","(0.075229, -0.767681, 0.636401)","(0.423218, 0.063030, -0.049808, 0.902459)","(-0.101895, 0.023420, 0.994519)","(0.000000, 0.000000, 0.000000)"
"1702074899819","(0.039453, -0.314120, 0.334674)","(-0.278871, 0.170962, 0.144154, -0.933929)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.107776, -0.304458, 0.250362)","(0.124181, 0.168821, 0.328233, -0.921055)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.023440, 0.003591, 0.201446)","(0.423429, 0.063152, -0.049784, 0.902353)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.021840, 0.004338, 0.200875)","(0.074931, -0.767885, 0.636191)","(0.423429, 0.063152, -0.049784, 0.902353)","(-0.102512, 0.023224, 0.994460)","(0.000000, 0.000000, 0.000000)"
"1702074899832","(0.039489, -0.314001, 0.335210)","(-0.278871, 0.170962, 0.144154, -0.933929)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, -0.000001)","null","null","null","null","(0.107812, -0.304339, 0.250898)","(0.124181, 0.168821, 0.328233, -0.921055)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.023445, 0.003518, 0.201561)","(0.423697, 0.063282, -0.049845, 0.902215)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.021972, 0.004276, 0.200922)","(0.074673, -0.768098, 0.635963)","(0.423697, 0.063282, -0.049845, 0.902215)","(-0.103129, 0.023017, 0.994401)","(0.000000, 0.000000, 0.000000)"
"1702074899868","(0.035645, -0.321573, 0.332465)","(-0.302513, 0.168261, 0.135763, -0.928301)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.104244, -0.306933, 0.249735)","(0.109411, 0.169588, 0.322269, -0.924885)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(-0.023581, 0.003387, 0.201598)","(0.423543, 0.063448, -0.049649, 0.902286)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022212, 0.004145, 0.201026)","(0.074289, -0.768521, 0.635497)","(0.423543, 0.063448, -0.049649, 0.902286)","(-0.104347, 0.022569, 0.994284)","(0.000000, 0.000000, 0.000000)"
"1702074899888","(0.035525, -0.321526, 0.332945)","(-0.302513, 0.168261, 0.135763, -0.928301)","(0.000000, 0.000000, 0.000000)","(-0.000001, 0.000000, 0.000000)","null","null","null","null","(0.104124, -0.306885, 0.250216)","(0.109411, 0.169588, 0.322269, -0.924885)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, -0.000001)","null","null","null","null","(-0.023554, 0.003304, 0.201642)","(0.423426, 0.063139, -0.049653, 0.902363)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","0","(-0.022323, 0.004084, 0.201072)","(0.074139, -0.768691, 0.635309)","(0.423426, 0.063139, -0.049653, 0.902363)","(-0.104945, 0.022330, 0.994227)","(0.000000, 0.000000, 0.000000)"
"1702074899919","(0.035525, -0.321526, 0.332945)","(-0.302513, 0.168261, 0.135763, -0.928301)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000)","null","null","null","null","(0.104124, -0.306885, 0.250216)","(0.109411, 0.169588, 0.322269, -0.924885)","(0.000000, 0.000000, 0.000000)","(0.000000, -0.000001, -0.000001)","null","null","null","null","(-0.023385, 0.003185, 0.201563)","(0.423402, 0.062990, -0.049926, 0.902369)","(0.000000, 0.000000, 0.000000)","(0.000001, 0.000000, 0.000000)","null","null","null","null","0","(-0.022421, 0.004021, 0.201118)","(0.073961, -0.768831, 0.635161)","(0.423402, 0.062990, -0.049926, 0.902369)","(-0.105527, 0.022084, 0.994171)","(0.000000, 0.000000, 0.000000)"
