"timestamp","cam_pos","cam_rot","rif_pos","rif_rot","rpa_pos","rpa_rot","act_pos","act_rot"
"1691770551380","(-0.040378, 0.375694, 0.257731)","(-0.387102, 0.581550, 0.646422, -0.306741)","(-0.418177, 0.562653, 0.221822)","(-0.281988, 0.493166, 0.802409, -0.182787)","(-0.378692, 0.475031, 0.156558)","(-0.240325, 0.308548, 0.911036, -0.130596)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551401","(-0.040487, 0.375663, 0.257589)","(-0.387441, 0.581974, 0.645906, -0.306598)","(-0.420039, 0.562148, 0.220734)","(-0.284912, 0.494019, 0.801104, -0.181669)","(-0.380018, 0.474761, 0.155504)","(-0.242956, 0.306756, 0.910797, -0.131610)","(0.000942, -0.000543, 0.000063)","(-0.001501, 0.000977, 0.002415, 0.999996)"
"1691770551413","(-0.040223, 0.375621, 0.258754)","(-0.387673, 0.582334, 0.646741, -0.303847)","(-0.420385, 0.563726, 0.221013)","(-0.285444, 0.495710, 0.800439, -0.179137)","(-0.380487, 0.476312, 0.155793)","(-0.243169, 0.306126, 0.911070, -0.130791)","(0.000614, -0.000266, 0.000346)","(-0.001558, -0.000203, 0.001863, 0.999997)"
"1691770551434","(-0.039453, 0.375242, 0.259664)","(-0.387236, 0.581952, 0.648176, -0.302074)","(-0.419420, 0.565726, 0.222191)","(-0.284637, 0.494957, 0.801601, -0.177301)","(-0.379875, 0.478368, 0.156682)","(-0.242617, 0.305132, 0.911838, -0.128777)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551467","(-0.039550, 0.375249, 0.259634)","(-0.387619, 0.581578, 0.648328, -0.301978)","(-0.419704, 0.565529, 0.222113)","(-0.284744, 0.496006, 0.801269, -0.175691)","(-0.380289, 0.478143, 0.156602)","(-0.242464, 0.304683, 0.912120, -0.128129)","(0.000378, -0.000274, 0.000599)","(-0.001266, -0.000124, -0.000914, 0.999999)"
"1691770551479","(-0.040663, 0.374847, 0.259857)","(-0.389565, 0.579865, 0.648748, -0.301865)","(-0.421493, 0.563780, 0.222516)","(-0.289343, 0.495485, 0.800956, -0.171011)","(-0.381505, 0.476831, 0.156796)","(-0.247318, 0.300597, 0.912581, -0.125183)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551503","(-0.040679, 0.374910, 0.259998)","(-0.390261, 0.579606, 0.648667, -0.301637)","(-0.421927, 0.564354, 0.222213)","(-0.289343, 0.495484, 0.800957, -0.171011)","(-0.381938, 0.477405, 0.156494)","(-0.247318, 0.300597, 0.912581, -0.125183)","(0.000102, -0.000054, 0.000672)","(-0.000821, -0.000351, -0.002174, 0.999997)"
"1691770551513","(-0.042310, 0.374385, 0.259731)","(-0.391448, 0.578051, 0.648452, -0.303541)","(-0.424323, 0.561881, 0.222444)","(-0.290654, 0.493431, 0.801743, -0.171039)","(-0.384047, 0.475158, 0.156598)","(-0.248597, 0.298910, 0.912722, -0.125660)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551535","(-0.042238, 0.374295, 0.259763)","(-0.391337, 0.578437, 0.648020, -0.303867)","(-0.424007, 0.561805, 0.222395)","(-0.289999, 0.492544, 0.802686, -0.170284)","(-0.383781, 0.474968, 0.156538)","(-0.249810, 0.298831, 0.912245, -0.126905)","(-0.000130, 0.000001, 0.000487)","(-0.000434, -0.000625, -0.001188, 0.999999)"
"1691770551570","(-0.042749, 0.373981, 0.259816)","(-0.391584, 0.577658, 0.647886, -0.305315)","(-0.423958, 0.560943, 0.223130)","(-0.287387, 0.492670, 0.803729, -0.169425)","(-0.384140, 0.473895, 0.157102)","(-0.249691, 0.298800, 0.911975, -0.129128)","(-0.000309, -0.000058, 0.000354)","(-0.001125, -0.000714, -0.000520, 0.999999)"
"1691770551580","(-0.042449, 0.373674, 0.260239)","(-0.392624, 0.576226, 0.648701, -0.304954)","(-0.423881, 0.560481, 0.224925)","(-0.286234, 0.492866, 0.804154, -0.168791)","(-0.384299, 0.473413, 0.158704)","(-0.249324, 0.298513, 0.912171, -0.129121)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551600","(-0.042341, 0.373639, 0.260160)","(-0.392660, 0.576416, 0.648531, -0.304909)","(-0.423047, 0.560838, 0.225214)","(-0.285225, 0.493977, 0.804467, -0.165732)","(-0.383894, 0.473627, 0.158894)","(-0.249438, 0.298050, 0.912683, -0.126322)","(-0.000435, -0.000346, 0.000333)","(-0.000686, -0.000555, 0.000297, 1.000000)"
"1691770551614","(-0.041492, 0.373650, 0.260289)","(-0.392186, 0.576368, 0.648768, -0.305107)","(-0.421125, 0.561660, 0.226625)","(-0.283525, 0.494001, 0.806164, -0.160237)","(-0.382805, 0.474376, 0.159901)","(-0.248767, 0.296732, 0.914124, -0.120181)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551645","(-0.041405, 0.373672, 0.260347)","(-0.392085, 0.576514, 0.648678, -0.305151)","(-0.421338, 0.562003, 0.226485)","(-0.283525, 0.494001, 0.806164, -0.160236)","(-0.383018, 0.474719, 0.159761)","(-0.248767, 0.296732, 0.914124, -0.120181)","(-0.000411, -0.000233, 0.000313)","(-0.001002, -0.000303, 0.000521, 0.999999)"
"1691770551655","(-0.040364, 0.373463, 0.260870)","(-0.391928, 0.575848, 0.649778, -0.304269)","(-0.419478, 0.562669, 0.228055)","(-0.280771, 0.493501, 0.807960, -0.157561)","(-0.381910, 0.475297, 0.160944)","(-0.247023, 0.295816, 0.915348, -0.116661)","(-0.000221, -0.000323, 0.000273)","(-0.001043, -0.000352, -0.000456, 0.999999)"
"1691770551671","(-0.040262, 0.373340, 0.261447)","(-0.392438, 0.574715, 0.650543, -0.304121)","(-0.419241, 0.562424, 0.229358)","(-0.279740, 0.493962, 0.807836, -0.158581)","(-0.381789, 0.475104, 0.162097)","(-0.245941, 0.295137, 0.915798, -0.117138)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551698","(-0.040125, 0.373422, 0.261371)","(-0.392545, 0.574553, 0.650812, -0.303712)","(-0.418529, 0.563030, 0.229779)","(-0.277886, 0.494343, 0.807849, -0.160578)","(-0.381179, 0.475609, 0.162440)","(-0.244977, 0.296364, 0.915414, -0.119048)","(-0.000245, 0.000388, 0.000709)","(-0.001246, -0.002013, 0.005584, 0.999982)"
"1691770551716","(-0.034442, 0.372974, 0.261711)","(-0.388521, 0.575399, 0.654128, -0.300141)","(-0.409837, 0.568126, 0.232792)","(-0.270285, 0.497391, 0.807871, -0.163991)","(-0.373727, 0.480409, 0.165047)","(-0.237572, 0.297681, 0.916469, -0.122600)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551735","(-0.034414, 0.373097, 0.261595)","(-0.388378, 0.575522, 0.654111, -0.300128)","(-0.409943, 0.568533, 0.232720)","(-0.270285, 0.497391, 0.807871, -0.163991)","(-0.373833, 0.480816, 0.164974)","(-0.237572, 0.297681, 0.916469, -0.122600)","(0.000046, -0.000111, 0.000545)","(-0.000128, -0.000607, 0.002680, 0.999996)"
"1691770551764","(-0.032044, 0.373362, 0.260983)","(-0.385915, 0.576890, 0.654837, -0.299095)","(-0.405897, 0.570910, 0.233759)","(-0.266055, 0.497239, 0.809222, -0.164707)","(-0.370642, 0.483089, 0.165706)","(-0.233144, 0.297221, 0.917627, -0.123549)","(0.000284, -0.000144, 0.000361)","(0.002052, -0.000606, 0.001746, 0.999996)"
"1691770551780","(-0.030530, 0.374757, 0.259065)","(-0.383543, 0.579612, 0.653724, -0.299316)","(-0.403136, 0.573518, 0.232463)","(-0.261666, 0.497237, 0.809954, -0.168107)","(-0.368582, 0.485621, 0.164202)","(-0.227630, 0.296836, 0.918768, -0.126246)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551828","(-0.030339, 0.374753, 0.259176)","(-0.383796, 0.579994, 0.653370, -0.299024)","(-0.401794, 0.572711, 0.233482)","(-0.258337, 0.496919, 0.810828, -0.169977)","(-0.367973, 0.485175, 0.164550)","(-0.222568, 0.292920, 0.921068, -0.127650)","(0.000605, -0.000659, 0.000013)","(0.000216, 0.001890, -0.006401, 0.999978)"
"1691770551841","(-0.036622, 0.375238, 0.258952)","(-0.388540, 0.578352, 0.650442, -0.302442)","(-0.409524, 0.567704, 0.232468)","(-0.259591, 0.495800, 0.809152, -0.179076)","(-0.374833, 0.480800, 0.163328)","(-0.220476, 0.289643, 0.921290, -0.136829)","(0.000540, 0.000972, 0.000517)","(0.001451, -0.001321, 0.002315, 0.999995)"
"1691770551846","(-0.034735, 0.375285, 0.257533)","(-0.385646, 0.579448, 0.651144, -0.302539)","(-0.406861, 0.569538, 0.231351)","(-0.257113, 0.497336, 0.809186, -0.178234)","(-0.372755, 0.482275, 0.162372)","(-0.218389, 0.291308, 0.921474, -0.135398)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551855","(-0.034735, 0.375285, 0.257533)","(-0.385646, 0.579448, 0.651144, -0.302539)","(-0.406861, 0.569538, 0.231351)","(-0.257113, 0.497336, 0.809186, -0.178234)","(-0.372755, 0.482275, 0.162372)","(-0.218389, 0.291308, 0.921474, -0.135398)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551880","(-0.034627, 0.375405, 0.257407)","(-0.385559, 0.579547, 0.651060, -0.302639)","(-0.406569, 0.569109, 0.231730)","(-0.256614, 0.496867, 0.809071, -0.180767)","(-0.372429, 0.482026, 0.162588)","(-0.216831, 0.289850, 0.921955, -0.137733)","(0.000582, 0.000694, 0.000415)","(-0.000291, -0.000826, 0.000849, 0.999999)"
"1691770551901","(-0.033893, 0.374831, 0.257252)","(-0.384143, 0.580067, 0.651249, -0.303039)","(-0.405550, 0.568430, 0.230283)","(-0.262951, 0.515449, 0.795487, -0.179914)","(-0.371019, 0.481123, 0.162876)","(-0.215840, 0.287368, 0.922620, -0.140019)","(0.000486, 0.000691, 0.000378)","(-0.001581, 0.000680, -0.000296, 0.999999)"
"1691770551916","(-0.034889, 0.373526, 0.258206)","(-0.384832, 0.579136, 0.651805, -0.302746)","(-0.406683, 0.566999, 0.231106)","(-0.263929, 0.514235, 0.796069, -0.179383)","(-0.372009, 0.479926, 0.163470)","(-0.216773, 0.285939, 0.922885, -0.139756)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770551931","(-0.034775, 0.373609, 0.258222)","(-0.384609, 0.579097, 0.651888, -0.302928)","(-0.406385, 0.567294, 0.229557)","(-0.266702, 0.523586, 0.789391, -0.177734)","(-0.371480, 0.479960, 0.162830)","(-0.217280, 0.285556, 0.922816, -0.140206)","(0.000455, 0.000917, 0.000157)","(-0.002971, 0.000929, -0.001877, 0.999993)"
"1691770551964","(-0.037033, 0.371084, 0.260169)","(-0.386996, 0.576792, 0.652649, -0.302647)","(-0.409143, 0.563176, 0.229552)","(-0.274200, 0.539199, 0.776959, -0.174395)","(-0.373542, 0.475903, 0.164154)","(-0.219253, 0.282652, 0.923155, -0.140786)","(0.000455, 0.001062, -0.000020)","(-0.000384, 0.000082, -0.002513, 0.999997)"
"1691770551982","(-0.039256, 0.369777, 0.260598)","(-0.388593, 0.575398, 0.652101, -0.304428)","(-0.412365, 0.559610, 0.227525)","(-0.282211, 0.552826, 0.764379, -0.174544)","(-0.375790, 0.472405, 0.163705)","(-0.219624, 0.282723, 0.922656, -0.143316)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770552001","(-0.039188, 0.370002, 0.260504)","(-0.388760, 0.575098, 0.652182, -0.304609)","(-0.412293, 0.559043, 0.224784)","(-0.287735, 0.562827, 0.754829, -0.175121)","(-0.375043, 0.471766, 0.162318)","(-0.219765, 0.284239, 0.921855, -0.145243)","(0.000283, 0.000776, -0.000478)","(-0.000335, 0.000209, -0.001599, 0.999999)"
"1691770552016","(-0.040754, 0.369103, 0.261332)","(-0.389943, 0.574210, 0.651858, -0.305465)","(-0.414458, 0.556800, 0.222542)","(-0.296004, 0.581260, 0.737826, -0.173586)","(-0.376393, 0.469563, 0.162001)","(-0.220756, 0.284277, 0.921184, -0.147901)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1691770552030","(-0.040686, 0.369348, 0.261253)","(-0.389532, 0.574109, 0.652021, -0.305830)","(-0.414423, 0.556592, 0.219955)","(-0.300964, 0.598734, 0.722369, -0.170648)","(-0.376074, 0.469179, 0.161054)","(-0.220585, 0.284976, 0.920807, -0.149149)","(0.000360, 0.000259, -0.000683)","(-0.003327, 0.001524, -0.004402, 0.999984)"
"1691770552063","(-0.044955, 0.367076, 0.264222)","(-0.393687, 0.570800, 0.651972, -0.306807)","(-0.420183, 0.551288, 0.222770)","(-0.305263, 0.595256, 0.723140, -0.171911)","(-0.380887, 0.464611, 0.163407)","(-0.223736, 0.281164, 0.920748, -0.152031)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
