"timestamp","cam_pos","cam_rot","rif_pos","rif_rot","rpa_pos","rpa_rot","act_pos","act_rot"
"1686255109439","(-0.003279, 0.451668, 0.021983)","(0.700023, -0.010038, -0.018695, 0.713805)","(0.053680, 0.008575, -0.487437)","(0.952345, -0.034192, -0.265414, 0.146374)","(0.130461, 0.054536, -0.445527)","(0.713279, 0.160885, -0.391544, 0.558608)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109463","(-0.002944, 0.451608, 0.022254)","(0.700250, -0.009611, -0.018832, 0.713584)","(0.053680, 0.008575, -0.487437)","(0.952345, -0.034192, -0.265414, 0.146374)","(0.130461, 0.054536, -0.445527)","(0.713279, 0.160885, -0.391544, 0.558608)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109478","(-0.002377, 0.451164, 0.022367)","(0.699495, -0.007951, -0.018300, 0.714359)","(0.053680, 0.008575, -0.487437)","(0.952345, -0.034192, -0.265414, 0.146374)","(0.130461, 0.054536, -0.445527)","(0.713279, 0.160885, -0.391544, 0.558608)","(-0.000015, -0.001616, -0.000348)","(-0.006710, 0.001852, 0.001410, 0.999975)"
"1686255109509","(-0.000919, 0.452354, 0.028614)","(0.704054, -0.009112, -0.017736, 0.709867)","(0.055535, 0.016572, -0.486707)","(0.953747, -0.034024, -0.264080, 0.139542)","(0.132288, 0.061747, -0.443901)","(0.717961, 0.161468, -0.389922, 0.553553)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109516","(-0.000608, 0.452496, 0.028225)","(0.705264, -0.008041, -0.017360, 0.708686)","(0.055535, 0.016572, -0.486707)","(0.953747, -0.034024, -0.264080, 0.139542)","(0.132288, 0.061747, -0.443901)","(0.717961, 0.161468, -0.389922, 0.553553)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109546","(-0.000608, 0.452496, 0.028225)","(0.705264, -0.008041, -0.017360, 0.708686)","(0.055535, 0.016572, -0.486707)","(0.953747, -0.034024, -0.264080, 0.139542)","(0.132288, 0.061747, -0.443901)","(0.717961, 0.161468, -0.389922, 0.553553)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109567","(-0.000063, 0.452445, 0.028876)","(0.705615, -0.005812, -0.017061, 0.708367)","(0.055535, 0.016572, -0.486707)","(0.953747, -0.034024, -0.264080, 0.139542)","(0.132288, 0.061747, -0.443901)","(0.717961, 0.161468, -0.389922, 0.553553)","(-0.000279, -0.001917, -0.000533)","(0.000804, 0.000083, -0.001155, 0.999999)"
"1686255109577","(-0.000331, 0.454203, 0.028736)","(0.704155, -0.003562, -0.016018, 0.709857)","(0.055853, 0.017836, -0.486194)","(0.953695, -0.033147, -0.263812, 0.140610)","(0.132494, 0.063257, -0.443448)","(0.717361, 0.161937, -0.389353, 0.554593)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109606","(-0.000331, 0.454203, 0.028736)","(0.704155, -0.003562, -0.016018, 0.709857)","(0.055853, 0.017836, -0.486194)","(0.953695, -0.033147, -0.263812, 0.140610)","(0.132494, 0.063257, -0.443448)","(0.717361, 0.161937, -0.389353, 0.554593)","(0.000275, -0.002174, -0.000399)","(0.003602, 0.001266, -0.014017, 0.999895)"
"1686255109618","(-0.012895, 0.456280, 0.025585)","(0.701859, 0.006272, -0.005419, 0.712268)","(0.056275, 0.018077, -0.485791)","(0.953886, -0.020904, -0.260487, 0.147687)","(0.131500, 0.065935, -0.443189)","(0.713511, 0.169871, -0.381213, 0.562781)","(0.000013, -0.001826, -0.000905)","(0.003906, 0.001535, -0.003632, 0.999985)"
